datetime,1335A,1336A,1337A,1338A,1339A,1340A,1341A,1342A,1343A,1344A,average_pm2.5
2023/1/1,140.95833333333334,125.58333333333333,145.29166666666666,142.29166666666666,127.45833333333333,133.08333333333334,132.79166666666666,125.125,138.625,126.83333333333333,133.80416666666667
2023/1/2,115.29166666666667,101.83333333333333,120.04166666666667,113.08333333333333,109.91666666666667,103.91666666666667,128.41666666666666,105.875,107.45833333333333,114.16666666666667,112
2023/1/3,100.54166666666667,91.54166666666667,102.25,101,91.91666666666667,99.70833333333333,97.04166666666667,89.54166666666667,93.04166666666667,99.25,96.58333333333333
2023/1/4,82.21739130434783,85.43478260869566,83.32608695652173,83.6304347826087,71.71739130434783,91.82608695652173,74.48913043478261,71.30434782608695,81.76086956521739,77.3913043478261,80.30978260869566
2023/1/5,155.83333333333334,150.08333333333334,160.83333333333334,162.875,139.8125,160.375,151.51041666666666,135.75,158.91666666666666,147.375,152.33645833333333
2023/1/6,187.58333333333334,179.25,187.08333333333334,178.41666666666666,168.20833333333334,186.125,179.70833333333334,171.66666666666666,191.75,182.125,181.1916666666667
2023/1/7,186.4,161.6,186.8,126.6,170,161.6,198,184.8,142.8,124.2,164.28000000000003
2023/1/8,73.30434782608695,62.56521739130435,76.52173913043478,65.21739130434783,58,89.1304347826087,74.95652173913044,61.391304347826086,76.26086956521739,61.91304347826087,69.92608695652174
2023/1/9,69.95833333333333,61.333333333333336,73.51041666666667,66.83333333333333,57.041666666666664,76.20833333333333,54.166666666666664,45.625,69.66666666666667,58.916666666666664,63.32604166666667
2023/1/10,242.08333333333334,207.25,237.71875,231.20833333333334,233.33333333333334,218.97916666666666,216.04166666666666,204.5,229.66666666666666,222.25,224.303125
2023/1/11,162.95833333333334,177.125,168.45833333333334,172.33333333333334,161.70833333333334,167.41666666666666,173.5,161.45833333333334,176.04166666666666,157.29166666666666,167.82916666666668
